system:index,B11,B11_B12,B11_B12_change,B11_B12_wet,B11_change,B11_wet,B12,B12_change,B12_wet,B2,B2_change,B2_wet,B3,B3_change,B3_wet,B4,B4_B3,B4_B3_change,B4_B3_wet,B4_change,B4_wet,B8,B8_B4,B8_B4_change,B8_B4_wet,B8_change,B8_wet,NDVI,NDVI_change,NDVI_wet,elevation,slope,.geo,predicted_class,prospectivity_score,priority
4067_0,0.26615,1.3891444,0.47384122,1.8629856,-0.08395,0.1822,0.1922,-0.0944,0.0978,0.13986,-0.015460007,0.1244,0.12766667,-0.019466668,0.1082,0.14919999,1.1679959,-0.34544507,0.82255083,-0.06019999,0.089,0.18990001,1.2896022,1.0564653,2.3460674,0.018899992,0.2088,0.12644562,0.27583778,0.4022834,250,5.003717,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.47426302212166,19.83700234580513]}",1,0.5556523809523809,Medium
4068_0,0.1423,2.1666667,0.46271923,2.629386,-0.022399992,0.1199,0.0673,-0.021699999,0.0456,0.1095,-0.012199998,0.0973,0.0934,-0.013500005,0.0799,0.0706,0.7320526,-0.08499378,0.64705884,-0.018900003,0.0517,0.2298,3.1952,1.2989975,4.4941974,0.002550006,0.23235,0.5232647,0.11271489,0.6359796,163,17.865047,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.10656427920414,15.412350413874425]}",0,0.32472380952380947,Low
4069_0,0.36795,1.5480399,0.33212224,1.8801621,-0.113000005,0.25495,0.23925,-0.10365,0.1356,0.1429,-0.021000005,0.1219,0.1376,-0.024500005,0.1131,0.1666,1.2179587,-0.3974459,0.82051283,-0.073800005,0.0928,0.2406,1.4702017,1.3875568,2.8577585,0.024599984,0.2652,0.19013949,0.29142475,0.48156422,270,3.8327281,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.58179136163076,19.649164619895735]}",1,0.5869857142857146,Medium
4070_0,0.1666,1.734764,-0.09340797,1.641356,0.0755,0.2421,0.0919,0.055599995,0.1475,0.1208,0.00909999,0.1299,0.1119,0.004599996,0.1165,0.1022,0.86766076,0.057661142,0.9253219,0.005599998,0.1078,0.2314,2.3434343,-0.29890737,2.044527,-0.0109999925,0.2204,0.40181267,-0.05872917,0.3430835,254,2.1042163,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.79460682672052,21.281313659612493]}",0,0.4468095238095237,Medium
4071_0,0.1254,2.3183925,0.07177474,2.3901672,-0.01115001,0.11425,0.0542,-0.0064000003,0.0478,0.0925,-0.009300001,0.0832,0.0818,-0.012850001,0.06895,0.0531,0.67516774,-0.04862673,0.626541,-0.0099,0.0432,0.2186,4.1164656,0.41825637,4.534722,-0.022700012,0.1959,0.60910517,0.02953973,0.6386449,672,13.41954,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.36590790172944,15.064073578221286]}",0,0.313690476190476,Low
4072_0,0.21355,1.7193291,0.48738927,2.2067184,-0.04275,0.1708,0.1248,-0.047399998,0.0774,0.11355,0.008249998,0.1218,0.1044,0.008099996,0.1125,0.1011,0.9628426,-0.22773147,0.7351111,-0.018399999,0.0827,0.20845,2.0405223,1.521751,3.5622735,0.086150005,0.2946,0.3422158,0.21940626,0.5616221,779,2.8561563,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.86133792948506,13.245973274691787]}",1,0.5408238095238096,Medium
4073_0,0.2409,1.5295238,0.7932833,2.322807,-0.10849999,0.1324,0.152,-0.095,0.057,0.1109,-0.02025,0.09065,0.0966,-0.019500002,0.0771,0.0984,1.0288548,-0.37710387,0.651751,-0.048149996,0.05025,0.1592,1.629979,3.0844488,4.714428,0.077700004,0.2369,0.23953766,0.41047105,0.6500087,724,31.060543,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.20479130829506,19.350115461812347]}",0,0.4013714285714286,Medium
4074_0,0.2891,1.286017,0.19324,1.479257,-0.050199986,0.2389,0.2336,-0.0721,0.1615,0.1077,-0.0020999983,0.1056,0.0996,-0.008299999,0.0913,0.1495,1.4468864,-0.22016135,1.2267251,-0.037499994,0.112,0.1741,1.1732234,0.24106228,1.4142857,-0.015699998,0.1584,0.07970803,0.09188958,0.17159761,917,5.7420816,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.64169984251784,15.004605106412573]}",1,0.6063857142857143,High
4075_0,0.1401,2.0536342,0.37594342,2.4295776,-0.0366,0.1035,0.0681,-0.0255,0.0426,0.10145,-0.01455,0.0869,0.08785,-0.01055,0.0773,0.073850006,0.8317211,-0.13314411,0.698577,-0.019850004,0.054,0.17390001,2.4664605,1.0742803,3.5407407,0.017299995,0.1912,0.42303157,0.13651165,0.55954325,826,2.0845287,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.64807788103508,13.277234646579146]}",0,0.24519047619047624,Low
4076_0,0.1341,2.071651,0.38082832,2.4524794,-0.015400007,0.1187,0.0642,-0.0158,0.0484,0.0991,-0.010700002,0.0884,0.088,-0.0158,0.0722,0.0647,0.73525554,-0.085671045,0.6495845,-0.0178,0.0469,0.1922,2.9924245,1.2335883,4.2260127,0.0059999973,0.1982,0.49905124,0.11824782,0.6172991,659,5.4455185,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.49122288386411,15.370399090106043]}",0,0.26225714285714286,Low
4077_0,0.2487,1.4716612,0.49974006,1.9714013,-0.041899994,0.2068,0.1687,-0.06379999,0.1049,0.1149,-0.007799998,0.1071,0.1009,-0.010400005,0.0905,0.1058,1.0104822,-0.19169761,0.8187846,-0.0317,0.0741,0.1447,1.4484702,1.0090195,2.4574897,0.037399992,0.1821,0.18316345,0.2383822,0.42154565,849,3.0049224,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.82432733977933,13.463635068033946]}",1,0.5742333333333334,Medium
4078_0,0.3295,1.455876,0.04103233,1.4969083,-0.0632,0.2663,0.2314,-0.053499997,0.1779,0.1456,-0.015600011,0.13,0.1428,-0.026100002,0.1167,0.1641,1.1746377,-0.18834808,0.9862896,-0.04900001,0.1151,0.2488,1.4909881,0.5055367,1.9965248,-0.018999994,0.2298,0.19710578,0.1354544,0.33256018,278,0.92740995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.92513203750309,21.581081469923177]}",1,0.6352761904761907,High
4079_0,0.2455,1.5767502,0.050611325,1.6273615,0.0042999983,0.2498,0.1527,0.00079999864,0.1535,0.115,0.0012999997,0.1163,0.1111,0.0025999993,0.1137,0.1084,1.0132954,-0.12323387,0.89006156,-0.0072000027,0.1012,0.216,1.8998243,0.664405,2.5642292,0.04349999,0.2595,0.31030303,0.12856583,0.43886885,599,2.2039413,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.63776555239511,21.98694031528838]}",1,0.5847095238095239,Medium
4080_0,0.3611,1.164704,0.04678241,1.2114863,-0.025700003,0.3354,0.31695,-0.04010001,0.27685,0.1393,0.00090000033,0.1402,0.1458,-0.01365,0.13215,0.17359999,1.1995884,-0.132619,1.0669694,-0.032599986,0.141,0.23885,1.3623314,0.27809408,1.6404254,-0.007550001,0.2313,0.15337671,0.08916961,0.24254632,305,2.9537103,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.06922180907587,21.790838088765085]}",1,0.7340571428571426,High
4081_0,0.2088,1.7068511,0.49460068,2.2014518,-0.087500006,0.1213,0.1264,-0.07129999,0.0551,0.1124,-0.011300005,0.1011,0.1,-0.0176,0.0824,0.0856,0.85834897,-0.17631012,0.68203884,-0.029400002,0.0562,0.1991,2.3085656,0.8391211,3.1476867,-0.022200003,0.1769,0.3955084,0.1222951,0.5178035,647,2.2033002,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.40914431258669,21.93654482784927]}",1,0.5510999999999998,Medium
4082_0,0.25935,1.5662627,0.30669892,1.8729616,-0.012400001,0.24695,0.1666,-0.03475,0.13185,0.13195,-0.009550005,0.1224,0.11865,-0.0054499954,0.1132,0.11065,0.934166,-0.084784366,0.8493816,-0.0145,0.09615,0.21700001,1.9668816,0.8209496,2.7878313,0.051049978,0.26805,0.32588768,0.14610569,0.4719934,158,3.465279,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.57220225949995,18.376431525355198]}",1,0.7071999999999999,High
4083_0,0.27745,1.5507094,0.58589536,2.1366048,-0.116349995,0.1611,0.18025,-0.10485,0.0754,0.1073,-0.01455,0.09275,0.09575,-0.007749997,0.088,0.10775,1.1069555,-0.41036463,0.6965909,-0.04645,0.0613,0.18079999,1.6626481,2.5494237,4.212072,0.0774,0.2582,0.24886803,0.36740738,0.6162754,765,5.547545,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.32440573560311,15.557967321430198]}",1,0.5248714285714285,Medium
4084_0,0.2155,1.6289263,0.74480176,2.373728,-0.0872,0.1283,0.1339,-0.07985,0.05405,0.1219,-0.0068999976,0.115,0.1059,-0.013499998,0.0924,0.0992,1.0118613,-0.33437213,0.6774892,-0.0366,0.0626,0.179,1.7429435,2.031817,3.7747605,0.0573,0.2363,0.27085632,0.31027448,0.5811308,388,2.1048982,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.10847361271004,21.4933160666647]}",0,0.43473333333333325,Medium
4085_0,0.2503,1.6686089,0.5842091,2.252818,-0.11039999,0.1399,0.1512,-0.089099996,0.0621,0.1143,-0.011799999,0.1025,0.1015,-0.014599994,0.0869,0.0917,0.9526012,-0.32774508,0.6248561,-0.037400004,0.0543,0.1903,2.0796072,1.9682748,4.047882,0.029499993,0.2198,0.35056654,0.2532277,0.6037942,580,3.4239085,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.29308197787846,22.11126715061052]}",0,0.4368000000000001,Medium
4086_0,0.4063,1.5636743,0.25342295,1.8170973,-0.13210002,0.2742,0.2611,-0.11019999,0.1509,0.14795,-0.029549994,0.1184,0.14775,-0.03615001,0.1116,0.18450001,1.2318563,-0.2927882,0.93906814,-0.07970001,0.1048,0.2722,1.4902037,0.99071217,2.480916,-0.012199998,0.26,0.19683674,0.22860184,0.42543858,611,2.127897,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.01144183917958,14.523287777181334]}",1,0.6038428571428572,High
4087_0,0.13875,2.1762676,0.44043463,2.6167023,-0.016550004,0.1222,0.06365,-0.016949996,0.0467,0.1258,-0.018699996,0.1071,0.1071,-0.017800003,0.0893,0.085700005,0.7854971,-0.17295516,0.612542,-0.031000007,0.0547,0.20975,2.5093186,1.9806267,4.4899454,0.035850003,0.2456,0.4300174,0.20568024,0.63569766,300,13.826593,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.07211928939431,21.737029003246327]}",0,0.2654333333333333,Low
4088_0,0.2072,1.693787,0.41048896,2.104276,-0.06695001,0.14025,0.1242,-0.05755,0.06665,0.136,-0.0034000129,0.1326,0.124,-0.006549999,0.11745,0.1106,0.9276511,-0.07579923,0.8518519,-0.01055,0.10005,0.2382,2.0128558,0.9811471,2.9940028,0.061350003,0.29955,0.33617797,0.16307126,0.49924925,274,2.1044798,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.60892505749302,21.363689171166254]}",1,0.6026666666666669,High
4089_0,0.1987,1.5709739,0.35662174,1.9275956,-0.05759999,0.1411,0.1386,-0.065400004,0.0732,0.1395,-0.015400007,0.1241,0.1209,-0.0056999996,0.1152,0.1218,1.0179245,-0.2358065,0.782118,-0.0317,0.0901,0.2066,1.4534625,1.3278917,2.7813542,0.044000015,0.2506,0.18482551,0.28626344,0.47108895,302,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.22714106174223,21.308532612721315]}",0,0.4969666666666667,Medium
4090_0,0.2104,1.8041086,0.48778316,2.2918918,-0.040800005,0.1696,0.1312,-0.0572,0.074,0.1225,-0.000500001,0.122,0.1142,-0.004900001,0.1093,0.1086,0.9027523,-0.21016309,0.69258916,-0.032899998,0.0757,0.2217,1.9872842,1.6032047,3.590489,0.050100014,0.2718,0.33049557,0.23382099,0.5643166,320,4.4008503,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.13479882481658,21.966009569168392]}",1,0.5232333333333333,Medium
4091_0,0.2794,1.5149676,0.13678065,1.6517482,-0.043199986,0.2362,0.1845,-0.041499987,0.143,0.13015,-0.00455001,0.1256,0.12495,-0.010849997,0.1141,0.1415,1.129287,-0.12665775,1.0026293,-0.027099997,0.1144,0.19835,1.4108448,0.52884054,1.9396853,0.023550004,0.2219,0.17041449,0.14924058,0.31965506,588,2.6667817,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.62112842251149,14.796645118138905]}",1,0.6663238095238095,High
4092_0,0.19325,1.6182225,-0.078637555,1.5395849,0.0070499927,0.2003,0.1209,0.009199999,0.1301,0.12275,0.0077500045,0.1305,0.11575,-0.005149998,0.1106,0.11085001,0.9460296,-0.054528713,0.8915009,-0.012250006,0.0986,0.22760001,2.021087,0.19595166,2.2170386,-0.009000003,0.2186,0.33788607,0.040424157,0.37831023,328,2.0001907,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.09545261537215,22.024130568050925]}",1,0.5870428571428572,Medium
4093_0,0.1498,1.7682619,0.76801276,2.5362747,-0.020449996,0.12935,0.0845,-0.0335,0.051,0.109,-0.0024999976,0.1065,0.0918,-0.0079,0.0839,0.0708,0.77171713,-0.07326656,0.69845057,-0.012199998,0.0586,0.1553,2.2840745,0.9531269,3.2372015,0.0344,0.1897,0.39100042,0.13698992,0.52799034,63,1.9245565,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.07377577133377,15.5309280313782]}",0,0.35659047619047624,Low
4094_0,0.05875,1.5665859,0.24529542,1.8118813,-0.022149999,0.0366,0.03285,-0.012650002,0.0202,0.1209,0.001000002,0.1219,0.1121,-0.012449995,0.09965,0.1004,0.87767583,-0.16267335,0.7150025,-0.029150002,0.07125,0.0916,0.90849674,0.23115245,1.1396492,-0.010399997,0.0812,-0.047945216,0.11321255,0.06526733,286,3.8360286,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.01307710381839,21.620337847839203]}",1,0.6078333333333336,High
4095_0,0.2093,1.5683329,0.5149028,2.0832357,-0.0316,0.1777,0.13265,-0.047350004,0.0853,0.11145,-0.01805,0.0934,0.09995,-0.00925,0.0907,0.10255,1.0450479,-0.2622474,0.78280044,-0.031549998,0.071,0.181,1.7382083,1.7758762,3.5140846,0.06850001,0.2495,0.26959154,0.28735074,0.5569423,753,1.3302102,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.69470044428088,13.50432875040456]}",1,0.6345666666666667,High
4096_0,0.2277,1.4490168,0.74396557,2.1929824,-0.052699998,0.175,0.15515,-0.075349994,0.0798,0.13235,-0.018199995,0.11415,0.11715,-0.014849998,0.1023,0.1304,1.1028692,-0.40834323,0.6945259,-0.05935,0.07105,0.1819,1.3713374,2.5822163,3.9535537,0.09900001,0.2809,0.1565801,0.43966934,0.59624946,330,1.3524973,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.32720881011129,19.63101865115652]}",0,0.45580476190476193,Medium
4097_0,0.2392,1.6652174,0.3363133,2.0015306,-0.04304999,0.19615,0.1422,-0.044199996,0.098,0.1145,-0.0194,0.0951,0.106,-0.019199997,0.0868,0.099,0.9,-0.23986173,0.66013825,-0.041699998,0.0573,0.2404,2.3269424,2.829253,5.156195,0.05505,0.29545,0.39884743,0.2762766,0.67512405,277,36.13646,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.18723299171806,15.311739102053037]}",1,0.5422333333333333,Medium
4098_0,0.24815,1.530121,-0.20450874,1.3256122,0.10094999,0.3491,0.15755,0.1058,0.26335,0.14655,-0.0061499923,0.1404,0.1363,0.011000007,0.1473,0.12995,1.0025481,0.09656931,1.0991174,0.031949997,0.1619,0.2515,1.5354784,0.21899965,1.754478,0.032549977,0.28405,0.21119384,0.06271577,0.27390963,80,2.7802885,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.6447861344568,18.205122800673603]}",1,0.6192619047619049,High
4099_0,0.2602,1.705277,0.82030064,2.5255775,-0.10714999,0.15305,0.15335,-0.09275,0.0606,0.12445,-0.009599999,0.11485,0.11125,-0.016999997,0.09425,0.113350004,0.9814444,-0.327333,0.6541114,-0.051700003,0.06165,0.2128,1.9545059,2.5134583,4.467964,0.062649995,0.27545,0.32304454,0.3111886,0.6342332,402,4.754333,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.31849972613718,21.504455176187783]}",0,0.4371999999999999,Medium
4100_0,0.1705,1.6833742,-0.12946548,1.5539087,0.09684999,0.26735,0.0907,0.08135,0.17205,0.1253,0.016399994,0.1417,0.11215,0.01715,0.1293,0.0939,0.84366816,0.22052369,1.0641918,0.043700002,0.1376,0.23214999,1.9354461,-0.16691424,1.7685319,0.011200011,0.24335,0.31867257,-0.0410771,0.27759546,291,4.0901794,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.02771964294955,21.62213447840744]}",1,0.5607714285714286,Medium
4101_0,0.1874,1.5426829,0.7154712,2.2581542,-0.0247,0.1627,0.1181,-0.046050005,0.07205,0.1262,-0.010250002,0.11595,0.1141,-0.010949999,0.10315,0.1112,0.9808195,-0.31140608,0.66941345,-0.04215,0.06905,0.1938,1.6555645,3.4552248,5.1107893,0.1591,0.3529,0.24686448,0.42584556,0.67271006,341,2.9817207,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.94471073641505,21.198219495831438]}",0,0.45000476190476196,Medium
4102_0,0.2566,1.5360502,0.61928433,2.1553345,-0.061649993,0.19495,0.1702,-0.07975001,0.09045,0.1147,-0.02115,0.09355,0.1054,-0.018450007,0.08695,0.1059,1.0031797,-0.26884955,0.7343301,-0.042049997,0.06385,0.2064,1.9262536,2.0455554,3.971809,0.047199994,0.2536,0.31653225,0.28119966,0.59773195,806,2.1697674,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.13714816740085,19.069661430110234]}",1,0.5227666666666666,Medium
4103_0,0.28745,1.4608173,0.31153363,1.772351,-0.07334998,0.2141,0.1969,-0.07609999,0.1208,0.14205,-0.016649991,0.1254,0.1351,-0.01250001,0.1226,0.14649999,1.054346,-0.11470485,0.9396411,-0.031299993,0.1152,0.2217,1.5997275,0.7362101,2.3359377,0.047400013,0.2691,0.23068576,0.16978265,0.4004684,420,4.733112,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.52756513844291,21.85866089271611]}",1,0.7269666666666664,High
4104_0,0.218,1.4229965,0.95109,2.3740864,-0.039349988,0.17865,0.1441,-0.068849996,0.07525,0.1305,-0.0119,0.1186,0.1205,-0.01145,0.10905,0.1295,1.0859574,-0.43396294,0.65199447,-0.058400005,0.0711,0.1996,1.4112675,3.5177062,4.9289737,0.15085001,0.35045,0.17056072,0.49211276,0.6626735,303,1.3606019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.04586103740691,21.35111275718858]}",0,0.40913809523809536,Medium
4105_0,0.20825,1.6980202,0.5004029,2.1984231,-0.04095,0.1673,0.1218,-0.0457,0.0761,0.13455,-0.007250011,0.1273,0.1286,-0.017800003,0.1108,0.12545,0.95889705,-0.22424,0.73465705,-0.04405,0.0814,0.22105,1.6836096,1.4982086,3.1818182,0.03795001,0.259,0.2547349,0.26700422,0.5217391,318,2.9537175,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.0070583914148,21.793982192259506]}",1,0.6079333333333333,High
4106_0,0.1225,2.5116897,-0.3072287,2.2044609,-0.003899999,0.1186,0.04845,0.005350001,0.0538,0.09655,-0.0126500055,0.0839,0.085,-0.0123,0.0727,0.05455,0.6449471,-0.04109565,0.60385144,-0.010649998,0.0439,0.25505,4.5707345,0.2994247,4.870159,-0.041250005,0.2138,0.6409756,0.018318145,0.6592937,590,4.886623,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.33473636137049,15.388724721902081]}",0,0.35879047619047605,Low
4107_0,0.19365,1.7153935,-0.29179102,1.4236026,0.03555,0.2292,0.11325,0.047749996,0.161,0.1309,0.0019000024,0.1328,0.121,-0.0012999997,0.1197,0.13194999,1.0497932,-0.04478069,1.0050125,-0.011649989,0.1203,0.2182,1.7253795,0.1757011,1.9010806,0.010499999,0.2287,0.26615712,0.044444583,0.3106017,326,1.0008049,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.06014882470626,22.081263420120926]}",1,0.6350095238095239,High
4108_0,0.2376,1.4531423,0.0402924,1.4934347,-0.021499991,0.2161,0.1605,-0.0158,0.1447,0.149,-0.011399999,0.1376,0.1363,-0.0124999955,0.1238,0.138,1.0174673,-0.05058521,0.96688205,-0.018299997,0.1197,0.2125,1.5564286,0.30739775,1.8638263,0.010600001,0.2231,0.21765855,0.08397507,0.30163363,107,6.7690177,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.49925905842943,18.365112752775293]}",1,0.6788571428571428,High
4109_0,0.25,1.5017089,0.01917569,1.5208845,-0.002399996,0.2476,0.1657,-0.0029000044,0.1628,0.1307,-0.0023000091,0.1284,0.1241,-0.0068000033,0.1173,0.124,0.9975227,-0.088741764,0.90878093,-0.017399997,0.1066,0.2539,2.0695581,0.47265568,2.542214,0.017100006,0.271,0.34844044,0.08694091,0.43538135,365,2.7242203,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.78382704331109,21.80341450274276]}",1,0.6344285714285718,High
4110_0,0.178,1.9320571,0.68478507,2.6168423,-0.0537,0.1243,0.0942,-0.0467,0.0475,0.1105,-0.0056999996,0.1048,0.0963,0.0023000017,0.0986,0.08765,0.85587585,-0.20171767,0.6541582,-0.023150004,0.0645,0.19375,2.267923,1.8018444,4.0697675,0.068749994,0.2625,0.3879905,0.21751408,0.6055046,72,5.4425793,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.14213756445527,14.95843170080883]}",0,0.3921904761904763,Low
4111_0,0.353,1.3876686,0.39139223,1.7790608,-0.12189999,0.2311,0.2574,-0.12750001,0.1299,0.1399,-0.011500001,0.1284,0.1418,-0.0313,0.1105,0.1632,1.1456808,-0.2334636,0.9122172,-0.062400006,0.1008,0.2173,1.3757188,0.9715034,2.347222,0.019299999,0.2366,0.15814954,0.24434008,0.40248963,318,2.2024565,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.24789671908724,21.87015932835284]}",1,0.5697190476190476,Medium
4112_0,0.29405,1.6525899,0.40478718,2.057377,-0.19365,0.1004,0.1801,-0.1313,0.0488,0.11115,-0.020449996,0.0907,0.10485,-0.025150001,0.0797,0.0961,0.9194641,-0.16287692,0.7565872,-0.035800003,0.0603,0.24270001,2.5734415,1.048449,3.6218905,-0.024300009,0.2184,0.44031367,0.12696297,0.56727666,524,2.9409711,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.40929652995241,15.042873337516065]}",1,0.5223666666666665,Medium
4113_0,0.0299,1.5945946,0.32762775,1.9222224,-0.012599999,0.0173,0.0209,-0.0119,0.009,0.1136,0.0062000006,0.1198,0.0955,-0.002899997,0.0926,0.0688,0.7853882,-0.11044219,0.674946,-0.0063000023,0.0625,0.0499,0.74548733,-0.036687315,0.7088,-0.005599998,0.0443,-0.1458118,-0.024600176,-0.17041197,492,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.35522709841212,15.221099089885378]}",1,0.536352380952381,Medium
4114_0,0.26635,1.5952945,-0.010317153,1.5849773,-0.057449996,0.2089,0.1704,-0.038599998,0.1318,0.12635,0.0019499958,0.1283,0.11765,0.00014999509,0.1178,0.11325,0.92438406,-0.03898506,0.885399,-0.0089500025,0.1043,0.2269,2.174506,0.062310934,2.236817,0.006400004,0.2333,0.3699807,0.012128314,0.38210902,303,0.9986512,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.09751874052563,21.77484807670776]}",1,0.5244142857142856,Medium
4115_0,0.1246,2.1395288,0.1701273,2.3096561,-0.020549998,0.10405,0.05875,-0.013700001,0.04505,0.0989,-0.010399997,0.0885,0.08625,-0.015550002,0.0707,0.060450003,0.7040515,-0.06685205,0.63719946,-0.015400004,0.04505,0.2172,3.5900826,0.5086967,4.098779,-0.032549992,0.18465,0.5642617,0.04348758,0.6077492,677,2.1354017,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.39698961055997,15.453223759301862]}",0,0.3534571428571427,Low
4116_0,0.13425,1.934368,-0.25485337,1.6795146,0.101050004,0.2353,0.0641,0.076000005,0.1401,0.1153,0.014899999,0.1302,0.1011,0.015950002,0.11705,0.08285,0.8484459,0.18786335,1.0363092,0.038449995,0.1213,0.20255,1.9833376,0.07024856,2.0535862,0.046550006,0.2491,0.32959613,0.015436276,0.3450324,318,2.953975,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.10290863223035,21.902947836223202]}",1,0.5120047619047619,Medium
4117_0,0.1105,1.8638426,0.23711886,2.1009614,-0.023100004,0.0874,0.0638,-0.0222,0.0416,0.1014,-0.0159,0.0855,0.0871,-0.020099998,0.067,0.0659,0.7566016,-0.03272097,0.7238806,-0.017399997,0.0485,0.1427,2.202206,0.23078373,2.4329896,-0.0247,0.118,0.37543052,0.041986883,0.4174174,356,26.156136,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.29907324459094,15.338868223633447]}",1,0.5243190476190477,Medium
4118_0,0.1914,1.9029126,0.602433,2.5053456,-0.015650004,0.17575,0.1,-0.029849999,0.07015,0.1139,-0.0014999956,0.1124,0.1015,-0.00079999864,0.1007,0.0878,0.8417488,-0.19328797,0.6484608,-0.0225,0.0653,0.1946,2.2164009,2.2613938,4.4777946,0.0978,0.2924,0.37818694,0.25670263,0.63488954,29,6.2445292,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.01682258232059,15.48529361494493]}",0,0.4235238095238097,Medium
4119_0,0.36395,1.3984066,0.27941763,1.6778243,-0.083250016,0.2807,0.27075,-0.103449985,0.1673,0.14485,-0.012999997,0.13185,0.1464,-0.026650004,0.11975,0.17719999,1.2178395,-0.3234762,0.8943633,-0.07009999,0.1071,0.2586,1.4486034,1.0920128,2.5406163,0.013500005,0.2721,0.18320249,0.2519241,0.43512657,318,10.882463,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.11728167677626,21.831352108078878]}",1,0.5213190476190477,Medium
4120_0,0.19675,1.3783795,0.48550043,1.8638799,-0.022850007,0.1739,0.1389,-0.045599997,0.0933,0.1375,-0.0069999993,0.1305,0.12835,-0.004750006,0.1236,0.13495,1.0471665,-0.22596908,0.8211974,-0.03345,0.1015,0.18405,1.3303753,1.2696248,2.6000001,0.07985002,0.2639,0.1417603,0.30268416,0.44444448,482,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.33160140643977,15.274638680818901]}",0,0.4934666666666667,Medium
4121_0,0.25625,1.6791829,0.49217266,2.1713555,-0.086449996,0.1698,0.155,-0.0768,0.0782,0.1088,-0.0158,0.093,0.09685,-0.010350004,0.0865,0.10345,1.0262364,-0.30484912,0.72138727,-0.041050002,0.0624,0.1968,1.8716909,1.883117,3.754808,0.03750001,0.2343,0.3035462,0.27582693,0.5793731,875,13.149156,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.806810191739,13.481421710659513]}",0,0.49749999999999994,Medium
4122_0,0.3016,1.632413,0.491746,2.124159,-0.12795001,0.17365,0.191,-0.10925,0.08175,0.124,-0.015949994,0.10805,0.1116,-0.018649995,0.09295,0.1306,1.1547303,-0.49900144,0.6557289,-0.06965001,0.06095,0.2129,1.733533,2.3542438,4.0877767,0.036249995,0.24915,0.26834613,0.33855486,0.606901,323,4.3941026,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.43312933067268,21.698221782972364]}",1,0.5074666666666666,Medium
