system:index,B11,B11_B12,B11_B12_change,B11_B12_wet,B11_change,B11_wet,B12,B12_change,B12_wet,B2,B2_change,B2_wet,B3,B3_change,B3_wet,B4,B4_B3,B4_B3_change,B4_B3_wet,B4_change,B4_wet,B8,B8_B4,B8_B4_change,B8_B4_wet,B8_change,B8_wet,NDVI,NDVI_change,NDVI_wet,elevation,slope,.geo,predicted_class,prospectivity_score,priority
0_0,0.1711,1.530693,-0.003533698,1.5271593,0.00039999187,0.1715,0.108,0.0042999983,0.1123,0.1213,-0.002399996,0.1189,0.1078,0.001500003,0.1093,0.1005,0.90703976,-0.0488513,0.85818845,-0.0067000017,0.0938,0.1837,1.8773785,0.28999892,2.1673775,0.019600004,0.2033,0.30492285,0.06363992,0.36856276,468,1.8543341,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.37256458339563,15.29386262789906]}",1,0.5635095238095239,Medium
1_0,0.3555,1.4619111,0.109425224,1.5713363,-0.11210002,0.2434,0.2364,-0.081499994,0.1549,0.1526,-0.020900011,0.1317,0.1531,-0.034900002,0.1182,0.1879,1.2387676,-0.30391142,0.9348562,-0.07740001,0.1105,0.2656,1.4199536,0.38366637,1.80362,-0.06629999,0.1993,0.17353788,0.11309867,0.28663656,347,2.9921095,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.77726934173702,21.706486283586262]}",1,0.6416761904761906,High
2_0,0.2633,1.5357409,0.14223808,1.6779789,-0.040800005,0.2225,0.1733,-0.040700004,0.1326,0.12045,0.0106500015,0.1311,0.11035,0.00025000423,0.1106,0.11765,1.0379486,-0.136502,0.9014466,-0.017950006,0.0997,0.20095,1.6765405,0.9413132,2.6178536,0.06005001,0.261,0.25276616,0.19441989,0.44718605,47,4.1703115,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.0267040504459,15.036764793584052]}",1,0.6281571428571429,High
3_0,0.2106,1.6745964,0.69410586,2.3687022,-0.055450007,0.15515,0.124,-0.0585,0.0655,0.1202,-0.012550004,0.10765,0.1049,-0.013450004,0.09145,0.102,0.9907192,-0.32696852,0.6637507,-0.0413,0.0607,0.1871,1.981132,2.518868,4.5,0.086050004,0.27315,0.32911393,0.3072497,0.6363636,628,15.281455,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.49729191336807,21.724093263155005]}",1,0.5202999999999999,Medium
4_0,0.1857,1.7526978,0.6788612,2.431559,-0.057799995,0.1279,0.1112,-0.058599997,0.0526,0.1091,-0.0073999986,0.1017,0.0969,-0.013300002,0.0836,0.0981,0.9890909,-0.3563158,0.6327751,-0.045199998,0.0529,0.1731,1.89154,2.7492917,4.6408315,0.0724,0.2455,0.30832708,0.33711526,0.64544237,610,13.872884,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.3039515928163,22.065183576535187]}",0,0.4505428571428572,Medium
5_0,0.1938,1.8112583,0.3583136,2.1695719,-0.05690001,0.1369,0.1064,-0.043299995,0.0631,0.1128,-0.013400003,0.0994,0.0989,-0.016199999,0.0827,0.0884,0.9529965,-0.24199285,0.71100366,-0.029599998,0.0588,0.1997,2.2477376,1.5481806,3.7959182,0.023499995,0.2232,0.38418669,0.19879203,0.5829787,665,5.0746927,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.44804136438907,22.031047595738645]}",0,0.47123333333333334,Medium
6_0,0.3835,1.1487134,0.04006827,1.1887816,0.010699987,0.3942,0.3353,-0.0036999881,0.3316,0.1588,0.00059999526,0.1594,0.1671,-0.0042999983,0.1628,0.2051,1.2366045,-0.03083049,1.205774,-0.0088,0.1963,0.2474,1.2172396,0.031868856,1.2491084,-0.0022000074,0.2452,0.09797751,0.012781252,0.11075877,251,2.9525983,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.78346771719745,21.309969917175906]}",1,0.6328714285714286,High
7_0,0.0209,1.6074766,0.17252341,1.78,-0.00755,0.01335,0.0129,-0.0054000006,0.0075,0.1148,-0.0014000013,0.1134,0.0904,-0.0038000047,0.0866,0.065,0.7190265,-0.03888794,0.6801386,-0.006099999,0.0589,0.0452,0.6894736,0.017657133,0.7071308,-0.0035500005,0.04165,-0.18380064,0.01224422,-0.17155641,314,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.35829509322367,21.4076167885597]}",1,0.5416714285714287,Medium
8_0,0.1709,2.0364077,0.19672118,2.2331288,-0.025299996,0.1456,0.0838,-0.018600002,0.0652,0.0988,-0.014700003,0.0841,0.0869,-0.015200004,0.0717,0.065,0.76914287,-0.1247914,0.6443515,-0.018799998,0.0462,0.2163,3.3456593,1.2777172,4.6233764,-0.002700001,0.2136,0.53977066,0.104571134,0.64434177,598,13.069984,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.31209881621068,15.320362928780584]}",0,0.3688904761904761,Low
9_0,0.2797,1.6619902,0.4540148,2.116005,-0.10915001,0.17055,0.1744,-0.0938,0.0806,0.1236,-0.009399995,0.1142,0.10785,-0.01145,0.0964,0.10635,0.954113,-0.20307563,0.75103736,-0.033949994,0.0724,0.19725001,1.8772258,1.291973,3.1691988,0.032199994,0.22945,0.30488595,0.21540557,0.5202915,337,2.722375,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.62186079758435,21.621325994651734]}",1,0.6422666666666667,High
10_0,0.13035,1.7976828,-0.3486371,1.4490457,0.07085,0.2012,0.0701,0.06875,0.13885,0.1162,0.0194,0.1356,0.1025,0.02025,0.12275,0.0829,0.8017382,0.18278316,0.9845214,0.037949994,0.12085,0.205,2.4296374,-0.54837966,1.8812578,0.022349998,0.22735,0.41557488,-0.10971617,0.3058587,321,1.3638768,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.0881762615708,21.997270941055753]}",0,0.470242857142857,Medium
11_0,0.1833,1.8202581,0.5646339,2.384892,-0.05070001,0.1326,0.1007,-0.0451,0.0556,0.1147,-0.0073999986,0.1073,0.0978,-0.011500001,0.0863,0.0837,0.90246916,-0.2709512,0.63151795,-0.029200003,0.0545,0.1765,1.9295102,2.1695724,4.0990825,0.046900004,0.2234,0.317292,0.29048058,0.6077726,502,5.313246,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.69157006363201,21.81679940047614]}",0,0.3817333333333334,Low
12_0,0.20915,1.9352604,0.3481353,2.2833958,-0.026250005,0.1829,0.1068,-0.026699997,0.0801,0.11435,-0.0017499998,0.1126,0.10785,-0.006549999,0.1013,0.0887,0.80992377,-0.08238179,0.727542,-0.014999993,0.0737,0.28795,3.0787346,1.4952136,4.5739484,0.04914999,0.3371,0.50964767,0.13154024,0.6411879,611,2.127388,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.00506380066233,14.457890424497432]}",1,0.5299238095238096,Medium
13_0,0.1334,1.7181818,0.0809857,1.7991675,0.039500013,0.1729,0.069,0.027100004,0.0961,0.1165,0.015299998,0.1318,0.1042,0.0101,0.1143,0.0942,0.9073056,0.05419921,0.9615048,0.015699998,0.1099,0.1824,1.6003568,0.57070786,2.1710646,0.056199998,0.2386,0.23087479,0.1384222,0.369297,258,0.92740995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.7478944319463,21.319132733073925]}",1,0.5091857142857141,Medium
14_0,0.298,1.2933741,0.4104856,1.7038597,-0.05520001,0.2428,0.2279,-0.0854,0.1425,0.1399,-0.016400002,0.1235,0.1391,-0.023599997,0.1155,0.1618,1.1697575,-0.23296098,0.9367965,-0.0536,0.1082,0.2085,1.282197,0.90357006,2.1857672,0.027999997,0.2365,0.123651445,0.24855627,0.3722077,673,3.7047918,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.38576981807218,14.84201003998694]}",1,0.6002523809523809,High
15_0,0.33085,1.3964018,0.5851123,1.981514,-0.21830001,0.11255,0.2384,-0.1816,0.0568,0.12455,-0.029150002,0.0954,0.12455,-0.03135,0.0932,0.141,1.118061,-0.26827553,0.84978545,-0.061800003,0.0792,0.2262,1.6135565,1.0821505,2.695707,-0.012700006,0.2135,0.23475839,0.22407317,0.45883155,579,11.613436,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.46642938202241,15.196664914157328]}",1,0.533852380952381,Medium
16_0,0.1991,1.3183024,0.28872627,1.6070286,0.0020999908,0.2012,0.1554,-0.03019999,0.1252,0.1261,-0.005900003,0.1202,0.1086,0.00039999932,0.109,0.1196,1.0925747,-0.16138206,0.93119264,-0.0181,0.1015,0.1462,1.1731092,1.0081716,2.1812809,0.07519999,0.2214,0.07965967,0.29166272,0.3713224,587,18.43143,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.57109226118604,15.253079114000032]}",1,0.544557142857143,Medium
17_0,0.1558,2.0581818,0.18142211,2.2396038,-0.0427,0.1131,0.0756,-0.025099996,0.0505,0.098,-0.016499996,0.0815,0.0875,-0.020800002,0.0667,0.0691,0.788,-0.17030878,0.6176912,-0.0279,0.0412,0.193,2.900338,1.7622834,4.6626215,-0.00090000033,0.1921,0.4872239,0.1595828,0.64680666,772,8.6376095,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.40705074174211,15.298713530433306]}",0,0.33059999999999995,Low
18_0,0.3509,1.4801526,0.2827077,1.7628603,-0.10929999,0.2416,0.23535,-0.098299995,0.13705,0.1471,-0.0343,0.1128,0.1444,-0.042450003,0.10195,0.1734,1.1718893,-0.20327719,0.96861213,-0.07465,0.09875,0.23625001,1.4004917,0.42685008,1.8273418,-0.055800006,0.18045,0.16683225,0.12578952,0.2926218,636,1.9165354,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.02581488372549,14.642494215383994]}",1,0.682752380952381,High
19_0,0.2449,1.6716101,0.48456118,2.1561713,-0.073699996,0.1712,0.15075,-0.07134999,0.0794,0.1264,-0.0059499964,0.12045,0.1133,-0.0075000003,0.1058,0.1148,1.0360025,-0.29120103,0.7448015,-0.036,0.0788,0.20695001,1.8006845,1.7348486,3.5355332,0.07165,0.2786,0.28588885,0.27314866,0.5590375,313,4.4014363,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.1108138067306,21.989186103498678]}",0,0.4978,Medium
20_0,0.0218,1.8461949,-0.07426514,1.7719297,-0.011700001,0.0101,0.01175,-0.0060499995,0.0057,0.1129,-0.019999996,0.0929,0.08575,-0.018150002,0.0676,0.06145,0.711627,-0.09772167,0.6139053,-0.019950002,0.0415,0.05185,0.84569246,-0.009547874,0.83614457,-0.01715,0.0347,-0.08374876,-0.0054900856,-0.089238845,40,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.17537522996768,15.18579529921948]}",1,0.577052380952381,Medium
21_0,0.1177,2.1223528,0.60285944,2.7252123,-0.021500006,0.0962,0.0536,-0.018299997,0.0353,0.1224,-0.0132,0.1092,0.1041,-0.019599997,0.0845,0.0837,0.7747306,-0.08834011,0.6863905,-0.025700003,0.058,0.1773,2.2286584,0.77823824,3.0068967,-0.0029000044,0.1744,0.3805477,0.1203129,0.5008606,291,22.05138,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.0592733808314,21.817877378817084]}",0,0.3796904761904762,Low
22_0,0.1875,1.646801,-0.0120977275,1.6347033,-0.008499995,0.179,0.1141,-0.0046000034,0.1095,0.1218,0.0058000013,0.1276,0.113,0.0042999983,0.1173,0.1048,0.9550982,-0.08212293,0.8729753,-0.0024000034,0.1024,0.2008,1.7594476,0.6721931,2.4316406,0.048199996,0.249,0.27521726,0.14197113,0.4171884,284,2.104972,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.86296861984202,21.51622310640975]}",1,0.5967190476190477,Medium
23_0,0.31445,1.5158145,0.2652151,1.7810297,-0.06189999,0.25255,0.2051,-0.0633,0.1418,0.1281,-0.00819999,0.1199,0.1208,-0.011850007,0.10895,0.1282,1.0666369,-0.18412195,0.88251495,-0.03204999,0.09615,0.22479999,1.8194815,1.046873,2.8663545,0.050799996,0.2756,0.29061204,0.1921048,0.48271686,618,3.1355274,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.31340677470881,21.881478100932746]}",1,0.7196095238095237,High
24_0,0.2076,1.8443114,0.61647296,2.4607844,-0.056999996,0.1506,0.115,-0.0538,0.0612,0.1059,-0.014299996,0.0916,0.0905,-0.0026999936,0.0878,0.0743,0.8630278,-0.29241282,0.570615,-0.0242,0.0501,0.192,2.4078548,3.1170955,5.5249505,0.084800005,0.2768,0.41312054,0.2803637,0.69348425,952,24.007133,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.2321899244607,19.041005172546818]}",0,0.45515714285714287,Medium
25_0,0.217,1.813099,0.4910247,2.3041236,-0.08289999,0.1341,0.1235,-0.065299995,0.0582,0.1106,-0.0050000027,0.1056,0.0976,-0.009499997,0.0881,0.095,0.97499996,-0.28714526,0.6878547,-0.034399997,0.0606,0.2124,2.3288834,1.6150107,3.9438941,0.026599988,0.239,0.39919794,0.19626266,0.5954606,588,1.0006279,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.36422854838072,22.056290255222404]}",0,0.4739999999999999,Medium
26_0,0.2345,1.3479657,0.23603913,1.5840049,0.020999983,0.2555,0.1694,-0.008100003,0.1613,0.107,-0.003899999,0.1031,0.0927,0.009500004,0.1022,0.1002,1.0530566,0.0036948822,1.0567515,0.0078000054,0.108,0.1644,1.466391,0.84564596,2.312037,0.0853,0.2497,0.18909855,0.20704345,0.396142,809,12.160695,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.72721945756601,13.426354983742986]}",1,0.5368333333333335,Medium
27_0,0.2612,1.3913044,0.20203379,1.5933381,-0.043550014,0.21765,0.1857,-0.049099997,0.1366,0.1317,-0.00029999018,0.1314,0.1145,0.0047499985,0.11925,0.1187,1.0216763,-0.20196979,0.8197065,-0.020949997,0.09775,0.1728,1.5323504,0.8983401,2.4306905,0.064799994,0.2376,0.21021989,0.20680709,0.417027,467,0.92740995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.54517211801165,22.003559148044587]}",1,0.5567571428571428,Medium
29_0,0.15155,1.6271526,0.42115995,2.0483124,0.0032000095,0.15475,0.0902,-0.014650002,0.07555,0.1244,0.002899997,0.1273,0.11045,-0.0020499974,0.1084,0.10705,0.9664792,-0.22662678,0.7398524,-0.02685,0.0802,0.1874,1.6886686,1.5183139,3.2069826,0.069800004,0.2572,0.2561374,0.26846248,0.52459985,318,1.3603305,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.94183612750587,21.296315524857288]}",1,0.5746666666666667,Medium
30_0,0.20415,1.4654938,0.72015464,2.1856484,-0.038150012,0.166,0.1423,-0.06635,0.07595,0.13053334,-0.009833336,0.1207,0.11755,-0.007299997,0.11025,0.12945,1.0769737,-0.36767668,0.709297,-0.051249996,0.0782,0.17905,1.4028821,2.1629746,3.5658567,0.09979999,0.27885,0.16778566,0.39418045,0.5619661,225,0.92740995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.53085688502118,19.812388507020252]}",0,0.4117380952380953,Medium
31_0,0.1134,1.831184,0.8056676,2.6368515,-0.039699994,0.0737,0.0646,-0.03665,0.02795,0.1031,0.00024999678,0.10335,0.0832,-0.0042999983,0.0789,0.0617,0.7675569,-0.1084948,0.6590621,-0.0097,0.052,0.1175,1.9674658,0.8286881,2.7961538,0.027900003,0.1454,0.32602423,0.14712673,0.47315097,904,35.720657,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.31285863697464,19.205576532597515]}",0,0.4151571428571427,Medium
32_0,0.17895,1.954936,0.5133739,2.4683099,-0.038749993,0.1402,0.0928,-0.036,0.0568,0.1233,-0.016000003,0.1073,0.1059,-0.0151999965,0.0907,0.093449995,0.838205,-0.2020418,0.6361632,-0.035749994,0.0577,0.21114999,2.1598704,2.5299041,4.6897745,0.05945,0.2706,0.36701348,0.28147873,0.6484922,391,10.826999,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.06259714738263,21.87752551368262]}",0,0.3808333333333335,Low
33_0,0.2104,1.6834415,0.26365393,1.9470955,-0.022699997,0.1877,0.1249,-0.028499998,0.0964,0.1121,-0.018199995,0.0939,0.1093,-0.011,0.0983,0.0886,0.81781375,-0.20336817,0.61444557,-0.0282,0.0604,0.2525,2.8672566,2.2072463,5.074503,0.05399999,0.3065,0.48283753,0.18791743,0.67075497,767,2.119391,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.5572582058106,13.38099006189495]}",1,0.6159666666666667,High
34_0,0.247,1.7020241,0.07209166,1.7741158,-0.026299998,0.2207,0.1467,-0.022299998,0.1244,0.13935,-0.014149994,0.1252,0.1239,-0.009499997,0.1144,0.121,0.99418896,-0.10520294,0.88898605,-0.019299999,0.1017,0.19495,1.6028364,0.4851675,2.0880039,0.017399997,0.21235,0.23156083,0.120771594,0.3523324,81,2.0954182,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.31923667549188,18.24635547221469]}",1,0.5934619047619047,Medium
35_0,0.2404,1.4766355,0.23908094,1.7157164,-0.017700002,0.2227,0.1639,-0.034099996,0.1298,0.14645,-0.020099998,0.12635,0.13725,-0.02080001,0.11645,0.13295001,0.97672546,-0.065604776,0.91112065,-0.026850007,0.1061,0.21705,1.5749654,0.86188656,2.436852,0.041499987,0.25855,0.22301456,0.19505754,0.4180721,79,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.49863023773055,18.52195860138256]}",1,0.6586571428571428,High
36_0,0.2593,1.3533179,0.12199851,1.4753164,-0.026199996,0.2331,0.1905,-0.0325,0.158,0.1243,-0.0050000027,0.1193,0.1167,-0.0018000007,0.1149,0.139,1.1516129,-0.16553801,0.98607486,-0.025699995,0.1133,0.1719,1.2681818,0.6100176,1.8781993,0.040899992,0.2128,0.11823648,0.18688463,0.3051211,722,13.928677,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.46122830193822,14.819821652469187]}",1,0.5923571428571428,Medium
37_0,0.171,1.6596028,0.42655903,2.0861619,-0.011200011,0.1598,0.10235,-0.025749996,0.0766,0.1032,0.001349993,0.10455,0.0894,0.005549997,0.09495,0.0842,0.93414146,-0.13319358,0.80094784,-0.008150004,0.07605,0.1911,2.186183,0.7355792,2.9217622,0.031100005,0.2222,0.37226206,0.1177631,0.49002516,803,4.723685,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.53758510108838,13.353681277257717]}",1,0.5824333333333332,Medium
38_0,0.1871,1.8630751,0.48105434,2.3441296,-0.07129999,0.1158,0.1004,-0.051,0.0494,0.1105,-0.008600004,0.1019,0.0971,-0.018699996,0.0784,0.084,0.95391065,-0.26385966,0.690051,-0.0299,0.0541,0.179,2.1398466,1.1411146,3.280961,-0.0015000105,0.1775,0.36302623,0.16978896,0.5328152,613,2.2044065,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.34509443282897,22.023232252766807]}",0,0.42716666666666675,Medium
39_0,0.264,1.5374707,0.40159744,1.9390681,-0.10169999,0.1623,0.1712,-0.087500006,0.0837,0.1378,-0.018399991,0.1194,0.1208,-0.016000003,0.1048,0.1272,1.0454208,-0.17137496,0.8740458,-0.035600007,0.0916,0.1989,1.651719,0.62994045,2.2816594,0.010100007,0.209,0.24577227,0.14477997,0.39055225,295,5.8925548,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.08631267088339,21.95118736698042]}",1,0.6238047619047616,High
40_0,0.0954,1.6548933,0.15096752,1.8058608,-0.046099998,0.0493,0.05715,-0.029849999,0.0273,0.119,-0.0006000027,0.1184,0.1027,-0.0025999993,0.1001,0.08675,0.8489203,-0.1076616,0.7412587,-0.012550004,0.0742,0.11885,1.2659253,0.027875317,1.2938006,-0.02285,0.096,0.11735835,0.010726282,0.12808463,313,4.090276,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.73756380617894,21.62581757107233]}",1,0.6025523809523811,High
41_0,0.31215,1.3858993,0.58445334,1.9703526,-0.06625,0.2459,0.22155,-0.096750006,0.1248,0.1207,-0.0056000054,0.1151,0.1149,-0.0073999986,0.1075,0.1363,1.1893378,-0.33724484,0.85209304,-0.044699997,0.0916,0.1979,1.4482894,2.0822783,3.5305676,0.1255,0.3234,0.18309516,0.37545905,0.55855423,625,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.01171133376481,14.434085069468265]}",0,0.40923809523809535,Medium
42_0,0.2371,1.490928,0.46500063,1.9559287,-0.05070001,0.1864,0.1651,-0.0698,0.0953,0.1125,-0.013499998,0.099,0.1017,-0.009599999,0.0921,0.12135,1.13773,-0.21590592,0.9218241,-0.03645,0.0849,0.1698,1.4163874,0.8922109,2.3085983,0.026199996,0.196,0.17231454,0.22319987,0.3955144,817,4.723703,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.77312336858452,13.376498485474352]}",1,0.5473190476190477,Medium
43_0,0.3013,1.5944964,0.42800087,2.0224972,-0.121499985,0.1798,0.1843,-0.095400006,0.0889,0.1217,-0.0064999983,0.1152,0.1099,-0.013899997,0.096,0.1092,0.99182564,-0.23870063,0.753125,-0.0369,0.0723,0.2041,1.8473029,1.2937758,3.1410787,0.023000002,0.2271,0.29758087,0.21945319,0.51703405,422,4.395396,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.56688390219622,21.74996474333765]}",1,0.6667000000000001,High
44_0,0.21585,1.7793969,0.26218084,2.0415778,-0.024350002,0.1915,0.12045,-0.026649997,0.0938,0.1419,-0.015149996,0.12675,0.1239,-0.0069999993,0.1169,0.10415,0.84830123,-0.070285834,0.7780154,-0.0132,0.09095,0.23705,2.2510993,0.41630033,2.6673996,0.005549997,0.2426,0.38482234,0.06983214,0.45465448,59,0.97710043,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.69239684451513,18.352716001854443]}",1,0.5745857142857141,Medium
45_0,0.2035,1.846516,0.69979495,2.546311,-0.0413,0.1622,0.109,-0.0453,0.0637,0.113,-0.0141,0.0989,0.0974,-0.012100004,0.0853,0.0775,0.7804633,-0.16498849,0.61547476,-0.025000002,0.0525,0.2349,3.25988,2.1591678,5.419048,0.049600005,0.2845,0.5305032,0.1579241,0.6884273,691,14.645976,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.19698511388692,21.69426919572224]}",1,0.5375904761904762,Medium
46_0,0.16885,1.8146952,0.33110493,2.1458,-0.033450007,0.1354,0.09305,-0.02995,0.0631,0.1248,-0.0151999965,0.1096,0.10995,-0.01985,0.0901,0.092350006,0.84008914,-0.14308582,0.6970033,-0.029550008,0.0628,0.1894,2.1324747,1.052239,3.1847136,0.010600001,0.2,0.36147857,0.16059147,0.52207005,292,2.1062672,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.05828523401887,21.910493684609808]}",0,0.4729000000000001,Medium
47_0,0.2646,1.6068476,0.46764725,2.0744948,-0.100300014,0.1643,0.1694,-0.09020001,0.0792,0.1168,-0.004900001,0.1119,0.1017,-0.0058000013,0.0959,0.108,1.0418956,-0.33282363,0.709072,-0.04,0.068,0.2037,2.0029128,1.7485578,3.7514706,0.051400006,0.2551,0.33397996,0.24509771,0.57907766,598,2.1067498,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.3746490056765,22.055032613824636]}",1,0.5795333333333333,Medium
48_0,0.3721,1.478177,0.42189658,1.9000735,-0.1135,0.2586,0.2589,-0.12279999,0.1361,0.1413,-0.01789999,0.1234,0.1333,-0.019700006,0.1136,0.1557,1.1743666,-0.31081027,0.8635563,-0.0576,0.0981,0.2328,1.5087925,1.464704,2.9734964,0.0589,0.2917,0.20280376,0.2938612,0.49666497,321,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.91938281968473,21.755983455741248]}",1,0.557766666666667,Medium
49_0,0.2085,1.6823184,0.48732436,2.1696427,-0.087,0.1215,0.1243,-0.0683,0.056,0.1214,-0.011699997,0.1097,0.1005,-0.014300004,0.0862,0.1094,1.0190023,-0.31366587,0.70533645,-0.048599996,0.0608,0.169,1.7371007,1.2464519,2.9835527,0.012400001,0.1814,0.2692998,0.22863579,0.4979356,560,13.093686,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.80376964261855,21.86108634398323]}",1,0.6258333333333334,High
50_0,0.2136,1.914506,0.30155262,2.2160585,-0.06179999,0.1518,0.1143,-0.0458,0.0685,0.115,-0.010900006,0.1041,0.0987,-0.012900002,0.0858,0.0919,0.8896021,-0.19146691,0.6981352,-0.031999998,0.0599,0.2162,2.2831683,1.9255127,4.208681,0.035899997,0.2521,0.3908323,0.22519332,0.6160256,610,12.25734,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.6255484645311,21.876717029926912]}",0,0.49426666666666663,Medium
51_0,0.12365,2.229094,0.3191819,2.548276,-0.012800001,0.11085,0.056,-0.012500003,0.0435,0.1106,-0.012100004,0.0985,0.0917,-0.008000001,0.0837,0.0695,0.7679718,-0.13953693,0.6284349,-0.0169,0.0526,0.2052,2.783732,1.5499184,4.33365,0.022750005,0.22795,0.47138533,0.15363696,0.6250223,64,2.0887609,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.0785368423396,15.436604926545652]}",0,0.2595571428571429,Low
52_0,0.15695,2.105815,0.40309584,2.508911,-0.030249998,0.1267,0.0737,-0.023200002,0.0505,0.12585,-0.016050003,0.1098,0.1061,-0.016400002,0.0897,0.08585,0.79678804,-0.11451378,0.6822743,-0.02465,0.0612,0.2125,2.4662306,1.2396516,3.7058823,0.014299989,0.2268,0.42300284,0.15199715,0.575,337,18.46914,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.04543932545596,21.96547057999792]}",0,0.3036571428571429,Low
53_0,0.2124,1.7576436,0.51658535,2.274229,-0.0059000105,0.2065,0.1182,-0.027399994,0.0908,0.127,0.002399996,0.1294,0.1169,-0.002399996,0.1145,0.109,0.8900652,0.048799444,0.93886465,-0.0014999956,0.1075,0.2467,2.245686,0.49012774,2.7358139,0.047399983,0.2941,0.38379747,0.08084394,0.46464142,293,2.1967726,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.5787416639466,21.416150783758834]}",0,0.49059047619047624,Medium
54_0,0.1375,2.652174,-0.12804747,2.5241265,0.014200002,0.1517,0.0521,0.008000001,0.0601,0.1002,-0.010899998,0.0893,0.0925,-0.012400001,0.0801,0.0579,0.61924684,-0.019371668,0.59987515,-0.009849999,0.04805,0.3128,5.4438686,0.42397714,5.867846,-0.030849993,0.28195,0.68962747,0.019160401,0.70878786,324,24.376682,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.27275260676625,15.37075841621969]}",0,0.3642238095238095,Low
55_0,0.2121,1.6337157,-0.19384862,1.4398671,0.0046000034,0.2167,0.1325,0.018000007,0.1505,0.1373,-0.0048999935,0.1324,0.1293,-0.013999999,0.1153,0.1476,1.1325564,-0.12561803,1.0069385,-0.031499997,0.1161,0.2563,1.7178284,0.28820086,2.0060294,-0.023400009,0.2329,0.26411834,0.07055214,0.33467048,331,1.3627033,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.86063300010332,21.768649701247334]}",1,0.7046285714285714,High
56_0,0.1635,1.8443743,0.51204115,2.3564155,-0.047799997,0.1157,0.0893,-0.0402,0.0491,0.1074,-0.006350003,0.10105,0.0942,-0.013449997,0.08075,0.0753,0.85714287,-0.17231315,0.6848297,-0.02,0.0553,0.1759,2.3847203,1.2780281,3.6627486,0.026649997,0.20255,0.40910923,0.1619592,0.5710684,737,5.4404726,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.48460279645273,22.01379994228355]}",0,0.3655238095238096,Low
